distribuicao_geo_id,localidade_id,nacionalidade_id,populacao_nacional_local,concentracao_relativa,dominio_regional
2397,201,1,2,5.41,Médio
2398,201,17,3,8.11,Médio
2399,202,4,13,17.33,Alto
2400,202,2,2,2.67,Baixo
2401,202,15,2,2.67,Baixo
2402,202,8,8,10.67,Alto
2403,202,6,12,16.0,Alto
2404,202,19,3,4.0,Baixo
2405,202,10,1,1.33,Baixo
2406,202,7,4,5.33,Médio
2407,202,17,1,1.33,Baixo
2408,203,4,22,21.15,Alto
2409,203,2,15,14.42,Alto
2410,203,15,6,5.77,Médio
2411,203,18,1,0.96,Baixo
2412,203,8,15,14.42,Alto
2413,203,6,15,14.42,Alto
2414,203,13,2,1.92,Baixo
2415,203,7,4,3.85,Baixo
2416,203,1,3,2.88,Baixo
2417,204,4,50,25.77,Alto
2418,204,2,18,9.28,Médio
2419,204,5,1,0.52,Baixo
2420,204,15,6,3.09,Baixo
2421,204,18,4,2.06,Baixo
2422,204,8,34,17.53,Alto
2423,204,6,3,1.55,Baixo
2424,204,10,4,2.06,Baixo
2425,204,7,18,9.28,Médio
2426,204,1,3,1.55,Baixo
2427,204,17,1,0.52,Baixo
2428,205,4,120,33.43,Alto
2429,205,2,19,5.29,Médio
2430,205,5,7,1.95,Baixo
2431,205,15,21,5.85,Médio
2432,205,18,9,2.51,Baixo
2433,205,8,17,4.74,Baixo
2434,205,6,7,1.95,Baixo
2435,205,9,3,0.84,Baixo
2436,205,19,5,1.39,Baixo
2437,205,10,12,3.34,Baixo
2438,205,7,13,3.62,Baixo
2439,205,1,17,4.74,Baixo
2440,205,17,3,0.84,Baixo
2441,206,4,19,13.97,Alto
2442,206,2,3,2.21,Baixo
2443,206,5,4,2.94,Baixo
2444,206,15,11,8.09,Médio
2445,206,18,5,3.68,Baixo
2446,206,8,22,16.18,Alto
2447,206,6,4,2.94,Baixo
2448,206,19,1,0.74,Baixo
2449,206,10,2,1.47,Baixo
2450,206,13,3,2.21,Baixo
2451,206,7,4,2.94,Baixo
2452,206,1,2,1.47,Baixo
2453,208,4,92321,36.31,Alto
2454,208,2,21571,8.48,Médio
2455,208,5,21887,8.61,Médio
2456,208,15,3906,1.54,Baixo
2457,208,18,7138,2.81,Baixo
2458,208,8,6695,2.63,Baixo
2459,208,6,8014,3.15,Baixo
2460,208,9,12296,4.84,Baixo
2461,208,19,5124,2.02,Baixo
2462,208,10,6387,2.51,Baixo
2463,208,13,7044,2.77,Baixo
2464,208,7,5641,2.22,Baixo
2465,208,1,3160,1.24,Baixo
2466,208,17,8094,3.18,Baixo
2467,208,4,92321,36.31,Alto
2468,208,2,21571,8.48,Médio
2469,208,5,21887,8.61,Médio
2470,208,15,3906,1.54,Baixo
2471,208,18,7138,2.81,Baixo
2472,208,8,6695,2.63,Baixo
2473,208,6,8014,3.15,Baixo
2474,208,9,12296,4.84,Baixo
2475,208,19,5124,2.02,Baixo
2476,208,10,6387,2.51,Baixo
2477,208,13,7044,2.77,Baixo
2478,208,7,5641,2.22,Baixo
2479,208,1,3160,1.24,Baixo
2480,208,17,8094,3.18,Baixo
2481,209,4,375,32.27,Alto
2482,209,2,77,6.63,Médio
2483,209,5,12,1.03,Baixo
2484,209,15,22,1.89,Baixo
2485,209,18,61,5.25,Médio
2486,209,8,57,4.91,Baixo
2487,209,6,29,2.5,Baixo
2488,209,9,11,0.95,Baixo
2489,209,19,9,0.77,Baixo
2490,209,10,12,1.03,Baixo
2491,209,13,25,2.15,Baixo
2492,209,7,27,2.32,Baixo
2493,209,1,12,1.03,Baixo
2494,209,17,8,0.69,Baixo
2495,210,4,6506,43.6,Alto
2496,210,2,1203,8.06,Médio
2497,210,5,1502,10.07,Alto
2498,210,15,189,1.27,Baixo
2499,210,18,290,1.94,Baixo
2500,210,8,434,2.91,Baixo
2501,210,6,418,2.8,Baixo
2502,210,9,303,2.03,Baixo
2503,210,19,122,0.82,Baixo
2504,210,10,451,3.02,Baixo
2505,210,13,509,3.41,Baixo
2506,210,7,210,1.41,Baixo
2507,210,1,173,1.16,Baixo
2508,210,17,560,3.75,Baixo
2509,211,4,6238,32.49,Alto
2510,211,2,1697,8.84,Médio
2511,211,5,4013,20.9,Alto
2512,211,15,54,0.28,Baixo
2513,211,18,498,2.59,Baixo
2514,211,8,161,0.84,Baixo
2515,211,6,432,2.25,Baixo
2516,211,9,1639,8.54,Médio
2517,211,19,477,2.48,Baixo
2518,211,10,159,0.83,Baixo
2519,211,13,325,1.69,Baixo
2520,211,7,203,1.06,Baixo
2521,211,1,53,0.28,Baixo
2522,211,17,802,4.18,Baixo
2523,212,4,2420,38.9,Alto
2524,212,2,814,13.08,Alto
2525,212,5,674,10.83,Alto
2526,212,15,55,0.88,Baixo
2527,212,18,98,1.58,Baixo
2528,212,8,55,0.88,Baixo
2529,212,6,145,2.33,Baixo
2530,212,9,448,7.2,Médio
2531,212,19,112,1.8,Baixo
2532,212,10,90,1.45,Baixo
2533,212,13,125,2.01,Baixo
2534,212,7,74,1.19,Baixo
2535,212,1,29,0.47,Baixo
2536,212,17,265,4.26,Baixo
2537,213,4,9470,40.3,Alto
2538,213,2,651,2.77,Baixo
2539,213,5,751,3.2,Baixo
2540,213,15,1184,5.04,Médio
2541,213,18,688,2.93,Baixo
2542,213,8,888,3.78,Baixo
2543,213,6,783,3.33,Baixo
2544,213,9,575,2.45,Baixo
2545,213,19,119,0.51,Baixo
2546,213,10,1073,4.57,Baixo
2547,213,13,341,1.45,Baixo
2548,213,7,823,3.5,Baixo
2549,213,1,685,2.92,Baixo
2550,213,17,123,0.52,Baixo
2551,214,4,16527,29.87,Alto
2552,214,2,2737,4.95,Baixo
2553,214,5,1826,3.3,Baixo
2554,214,15,1114,2.01,Baixo
2555,214,18,1087,1.96,Baixo
2556,214,8,3090,5.59,Médio
2557,214,6,2831,5.12,Médio
2558,214,9,999,1.81,Baixo
2559,214,19,1147,2.07,Baixo
2560,214,10,2717,4.91,Baixo
2561,214,13,3569,6.45,Médio
2562,214,7,2266,4.1,Baixo
2563,214,1,1170,2.11,Baixo
2564,214,17,710,1.28,Baixo
2565,215,4,5204,30.29,Alto
2566,215,2,2084,12.13,Alto
2567,215,5,1581,9.2,Médio
2568,215,15,115,0.67,Baixo
2569,215,18,560,3.26,Baixo
2570,215,8,173,1.01,Baixo
2571,215,6,389,2.26,Baixo
2572,215,9,1273,7.41,Médio
2573,215,19,585,3.41,Baixo
2574,215,10,204,1.19,Baixo
2575,215,13,302,1.76,Baixo
2576,215,7,239,1.39,Baixo
2577,215,1,85,0.49,Baixo
2578,215,17,2001,11.65,Alto
2579,216,4,2996,51.86,Alto
2580,216,2,227,3.93,Baixo
2581,216,5,109,1.89,Baixo
2582,216,15,157,2.72,Baixo
2583,216,18,240,4.15,Baixo
2584,216,8,143,2.48,Baixo
2585,216,6,141,2.44,Baixo
2586,216,9,65,1.13,Baixo
2587,216,19,34,0.59,Baixo
2588,216,10,131,2.27,Baixo
2589,216,13,117,2.03,Baixo
2590,216,7,125,2.16,Baixo
2591,216,1,145,2.51,Baixo
2592,216,17,50,0.87,Baixo
2593,217,4,1497,29.78,Alto
2594,217,2,849,16.89,Alto
2595,217,5,650,12.93,Alto
2596,217,15,24,0.48,Baixo
2597,217,18,84,1.67,Baixo
2598,217,8,42,0.84,Baixo
2599,217,6,132,2.63,Baixo
2600,217,9,672,13.37,Alto
2601,217,19,57,1.13,Baixo
2602,217,10,50,0.99,Baixo
2603,217,13,30,0.6,Baixo
2604,217,7,37,0.74,Baixo
2605,217,1,17,0.34,Baixo
2606,217,17,253,5.03,Médio
2607,218,4,2020,36.19,Alto
2608,218,2,465,8.33,Médio
2609,218,5,98,1.76,Baixo
2610,218,15,32,0.57,Baixo
2611,218,18,167,2.99,Baixo
2612,218,8,68,1.22,Baixo
2613,218,6,122,2.19,Baixo
2614,218,9,55,0.99,Baixo
2615,218,19,433,7.76,Médio
2616,218,10,82,1.47,Baixo
2617,218,13,398,7.13,Médio
2618,218,7,61,1.09,Baixo
2619,218,1,38,0.68,Baixo
2620,218,17,58,1.04,Baixo
2621,219,4,4969,34.79,Alto
2622,219,2,1991,13.94,Alto
2623,219,5,719,5.03,Médio
2624,219,15,70,0.49,Baixo
2625,219,18,718,5.03,Médio
2626,219,8,102,0.71,Baixo
2627,219,6,337,2.36,Baixo
2628,219,9,1083,7.58,Médio
2629,219,19,822,5.75,Médio
2630,219,10,121,0.85,Baixo
2631,219,13,293,2.05,Baixo
2632,219,7,137,0.96,Baixo
2633,219,1,56,0.39,Baixo
2634,219,17,533,3.73,Baixo
2635,220,4,5317,45.14,Alto
2636,220,2,578,4.91,Baixo
2637,220,5,1001,8.5,Médio
2638,220,15,175,1.49,Baixo
2639,220,18,332,2.82,Baixo
2640,220,8,316,2.68,Baixo
2641,220,6,390,3.31,Baixo
2642,220,9,200,1.7,Baixo
2643,220,19,122,1.04,Baixo
2644,220,10,318,2.7,Baixo
2645,220,13,165,1.4,Baixo
2646,220,7,559,4.75,Baixo
2647,220,1,171,1.45,Baixo
2648,220,17,135,1.15,Baixo
2649,221,4,1375,36.5,Alto
2650,221,2,286,7.59,Médio
2651,221,5,138,3.66,Baixo
2652,221,15,87,2.31,Baixo
2653,221,18,138,3.66,Baixo
2654,221,8,161,4.27,Baixo
2655,221,6,130,3.45,Baixo
2656,221,9,78,2.07,Baixo
2657,221,19,159,4.22,Baixo
2658,221,10,66,1.75,Baixo
2659,221,13,161,4.27,Baixo
2660,221,7,59,1.57,Baixo
2661,221,1,37,0.98,Baixo
2662,221,17,55,1.46,Baixo
2663,222,4,5176,41.56,Alto
2664,222,2,1345,10.8,Alto
2665,222,5,1696,13.62,Alto
2666,222,15,90,0.72,Baixo
2667,222,18,209,1.68,Baixo
2668,222,8,225,1.81,Baixo
2669,222,6,270,2.17,Baixo
2670,222,9,395,3.17,Baixo
2671,222,19,121,0.97,Baixo
2672,222,10,159,1.28,Baixo
2673,222,13,120,0.96,Baixo
2674,222,7,156,1.25,Baixo
2675,222,1,66,0.53,Baixo
2676,222,17,1083,8.7,Médio
2677,223,4,1224,46.91,Alto
2678,223,2,150,5.75,Médio
2679,223,5,112,4.29,Baixo
2680,223,15,33,1.26,Baixo
2681,223,18,75,2.87,Baixo
2682,223,8,128,4.91,Baixo
2683,223,6,84,3.22,Baixo
2684,223,9,32,1.23,Baixo
2685,223,19,26,1.0,Baixo
2686,223,10,80,3.07,Baixo
2687,223,13,15,0.57,Baixo
2688,223,7,46,1.76,Baixo
2689,223,1,24,0.92,Baixo
2690,223,17,19,0.73,Baixo
2691,224,4,4409,51.63,Alto
2692,224,2,717,8.4,Médio
2693,224,5,441,5.16,Médio
2694,224,15,117,1.37,Baixo
2695,224,18,265,3.1,Baixo
2696,224,8,230,2.69,Baixo
2697,224,6,263,3.08,Baixo
2698,224,9,101,1.18,Baixo
2699,224,19,36,0.42,Baixo
2700,224,10,161,1.89,Baixo
2701,224,13,91,1.07,Baixo
2702,224,7,104,1.22,Baixo
2703,224,1,89,1.04,Baixo
2704,224,17,72,0.84,Baixo
2705,225,4,12662,33.14,Alto
2706,225,2,4907,12.84,Alto
2707,225,5,5891,15.42,Alto
2708,225,15,345,0.9,Baixo
2709,225,18,1248,3.27,Baixo
2710,225,8,335,0.88,Baixo
2711,225,6,856,2.24,Baixo
2712,225,9,3977,10.41,Alto
2713,225,19,550,1.44,Baixo
2714,225,10,386,1.01,Baixo
2715,225,13,361,0.94,Baixo
2716,225,7,395,1.03,Baixo
2717,225,1,258,0.68,Baixo
2718,225,17,1155,3.02,Baixo
2719,226,4,3936,44.99,Alto
2720,226,2,793,9.06,Médio
2721,226,5,673,7.69,Médio
2722,226,15,43,0.49,Baixo
2723,226,18,380,4.34,Baixo
2724,226,8,87,0.99,Baixo
2725,226,6,262,2.99,Baixo
2726,226,9,390,4.46,Baixo
2727,226,19,193,2.21,Baixo
2728,226,10,127,1.45,Baixo
2729,226,13,97,1.11,Baixo
2730,226,7,120,1.37,Baixo
2731,226,1,52,0.59,Baixo
2732,226,17,212,2.42,Baixo
2733,227,4,8885,26.9,Alto
2734,227,2,910,2.76,Baixo
2735,227,5,564,1.71,Baixo
2736,227,15,963,2.92,Baixo
2737,227,18,1840,5.57,Médio
2738,227,8,564,1.71,Baixo
2739,227,6,1290,3.91,Baixo
2740,227,9,228,0.69,Baixo
2741,227,19,3560,10.78,Alto
2742,227,10,324,0.98,Baixo
2743,227,13,2764,8.37,Médio
2744,227,7,766,2.32,Baixo
2745,227,1,1081,3.27,Baixo
2746,227,17,86,0.26,Baixo
2747,228,4,1510,13.05,Alto
2748,228,2,98,0.85,Baixo
2749,228,5,209,1.81,Baixo
2750,228,15,285,2.46,Baixo
2751,228,18,399,3.45,Baixo
2752,228,8,156,1.35,Baixo
2753,228,6,141,1.22,Baixo
2754,228,9,15,0.13,Baixo
2755,228,19,1751,15.13,Alto
2756,228,10,97,0.84,Baixo
2757,228,13,2559,22.11,Alto
2758,228,7,117,1.01,Baixo
2759,228,1,723,6.25,Médio
2760,228,17,15,0.13,Baixo
2761,229,4,96,27.27,Alto
2762,229,2,1,0.28,Baixo
2763,229,5,3,0.85,Baixo
2764,229,15,15,4.26,Baixo
2765,229,18,14,3.98,Baixo
2766,229,8,18,5.11,Médio
2767,229,6,11,3.12,Baixo
2768,229,9,1,0.28,Baixo
2769,229,19,27,7.67,Médio
2770,229,10,1,0.28,Baixo
2771,229,13,29,8.24,Médio
2772,229,7,12,3.41,Baixo
2773,229,1,21,5.97,Médio
2774,229,17,1,0.28,Baixo
2775,230,4,343,42.61,Alto
2776,230,2,13,1.61,Baixo
2777,230,5,45,5.59,Médio
2778,230,15,18,2.24,Baixo
2779,230,18,12,1.49,Baixo
2780,230,8,23,2.86,Baixo
2781,230,6,28,3.48,Baixo
2782,230,9,6,0.75,Baixo
2783,230,19,5,0.62,Baixo
2784,230,10,9,1.12,Baixo
2785,230,13,41,5.09,Médio
2786,230,7,11,1.37,Baixo
2787,230,1,55,6.83,Médio
2788,230,17,3,0.37,Baixo
2789,231,4,321,3.86,Baixo
2790,231,2,13,0.16,Baixo
2791,231,5,20,0.24,Baixo
2792,231,15,199,2.39,Baixo
2793,231,18,279,3.35,Baixo
2794,231,8,80,0.96,Baixo
2795,231,6,41,0.49,Baixo
2796,231,9,4,0.05,Baixo
2797,231,19,1611,19.37,Alto
2798,231,10,62,0.75,Baixo
2799,231,13,2388,28.71,Alto
2800,231,7,42,0.5,Baixo
2801,231,1,583,7.01,Médio
2802,232,4,323,26.69,Alto
2803,232,2,37,3.06,Baixo
2804,232,5,38,3.14,Baixo
2805,232,15,41,3.39,Baixo
2806,232,18,63,5.21,Médio
2807,232,8,27,2.23,Baixo
2808,232,6,26,2.15,Baixo
2809,232,9,2,0.17,Baixo
2810,232,19,96,7.93,Médio
2811,232,10,13,1.07,Baixo
2812,232,13,82,6.78,Médio
2813,232,7,30,2.48,Baixo
2814,232,1,44,3.64,Baixo
2815,232,17,7,0.58,Baixo
2816,233,4,427,48.09,Alto
2817,233,2,34,3.83,Baixo
2818,233,5,103,11.6,Alto
2819,233,15,12,1.35,Baixo
2820,233,18,31,3.49,Baixo
2821,233,8,8,0.9,Baixo
2822,233,6,35,3.94,Baixo
2823,233,9,2,0.23,Baixo
2824,233,19,12,1.35,Baixo
2825,233,10,12,1.35,Baixo
2826,233,13,19,2.14,Baixo
2827,233,7,22,2.48,Baixo
2828,233,1,20,2.25,Baixo
2829,233,17,4,0.45,Baixo
2830,234,4,727,16.89,Alto
2831,234,2,81,1.88,Baixo
2832,234,5,78,1.81,Baixo
2833,234,15,304,7.06,Médio
2834,234,18,266,6.18,Médio
2835,234,8,59,1.37,Baixo
2836,234,6,142,3.3,Baixo
2837,234,9,105,2.44,Baixo
2838,234,19,480,11.15,Alto
2839,234,10,32,0.74,Baixo
2840,234,13,20,0.46,Baixo
2841,234,7,128,2.97,Baixo
2842,234,1,120,2.79,Baixo
2843,234,17,4,0.09,Baixo
2844,235,4,63,24.9,Alto
2845,235,5,2,0.79,Baixo
2846,235,15,12,4.74,Baixo
2847,235,18,23,9.09,Médio
2848,235,8,1,0.4,Baixo
2849,235,6,13,5.14,Médio
2850,235,9,3,1.19,Baixo
2851,235,19,53,20.95,Alto
2852,235,10,1,0.4,Baixo
2853,235,7,6,2.37,Baixo
2854,235,1,4,1.58,Baixo
2855,236,4,53,27.6,Alto
2856,236,2,7,3.65,Baixo
2857,236,5,1,0.52,Baixo
2858,236,15,17,8.85,Médio
2859,236,18,11,5.73,Médio
2860,236,8,5,2.6,Baixo
2861,236,6,5,2.6,Baixo
2862,236,19,7,3.65,Baixo
2863,236,10,6,3.12,Baixo
2864,236,13,1,0.52,Baixo
2865,236,7,7,3.65,Baixo
2866,236,1,11,5.73,Médio
2867,237,4,19,28.36,Alto
2868,237,2,2,2.99,Baixo
2869,237,5,12,17.91,Alto
2870,237,15,8,11.94,Alto
2871,237,18,5,7.46,Médio
2872,237,8,2,2.99,Baixo
2873,237,7,2,2.99,Baixo
2874,237,1,1,1.49,Baixo
2875,237,17,1,1.49,Baixo
2876,238,5,1,6.67,Médio
2877,238,18,1,6.67,Médio
2878,238,7,1,6.67,Médio
2879,238,1,3,20.0,Alto
2880,239,4,287,19.07,Alto
2881,239,2,38,2.52,Baixo
2882,239,5,37,2.46,Baixo
2883,239,15,35,2.33,Baixo
2884,239,18,115,7.64,Médio
2885,239,8,18,1.2,Baixo
2886,239,6,58,3.85,Baixo
2887,239,9,74,4.92,Baixo
2888,239,19,206,13.69,Alto
2889,239,10,12,0.8,Baixo
2890,239,13,5,0.33,Baixo
2891,239,7,41,2.72,Baixo
2892,239,1,34,2.26,Baixo
2893,239,17,2,0.13,Baixo
2894,240,4,35,23.33,Alto
2895,240,2,7,4.67,Baixo
2896,240,5,3,2.0,Baixo
2897,240,15,19,12.67,Alto
2898,240,18,8,5.33,Médio
2899,240,8,1,0.67,Baixo
2900,240,6,13,8.67,Médio
2901,240,19,3,2.0,Baixo
2902,240,10,3,2.0,Baixo
2903,240,7,5,3.33,Baixo
2904,240,1,4,2.67,Baixo
2905,241,4,20,10.2,Alto
2906,241,2,11,5.61,Médio
2907,241,5,2,1.02,Baixo
2908,241,15,5,2.55,Baixo
2909,241,18,21,10.71,Alto
2910,241,8,1,0.51,Baixo
2911,241,6,5,2.55,Baixo
2912,241,9,4,2.04,Baixo
2913,241,19,12,6.12,Médio
2914,241,13,2,1.02,Baixo
2915,241,1,1,0.51,Baixo
2916,242,4,56,7.61,Médio
2917,242,2,6,0.82,Baixo
2918,242,5,3,0.41,Baixo
2919,242,15,49,6.66,Médio
2920,242,18,8,1.09,Baixo
2921,242,8,7,0.95,Baixo
2922,242,6,5,0.68,Baixo
2923,242,9,12,1.63,Baixo
2924,242,19,100,13.59,Alto
2925,242,13,6,0.82,Baixo
2926,242,7,10,1.36,Baixo
2927,242,1,3,0.41,Baixo
2928,242,17,1,0.14,Baixo
2929,243,4,30,22.56,Alto
2930,243,2,2,1.5,Baixo
2931,243,5,1,0.75,Baixo
2932,243,15,14,10.53,Alto
2933,243,18,10,7.52,Médio
2934,243,8,6,4.51,Baixo
2935,243,9,1,0.75,Baixo
2936,243,19,8,6.02,Médio
2937,243,10,1,0.75,Baixo
2938,243,7,5,3.76,Baixo
2939,243,1,8,6.02,Médio
2940,244,4,53,28.34,Alto
2941,244,2,1,0.53,Baixo
2942,244,5,4,2.14,Baixo
2943,244,15,18,9.63,Médio
2944,244,18,14,7.49,Médio
2945,244,6,13,6.95,Médio
2946,244,9,1,0.53,Baixo
2947,244,19,3,1.6,Baixo
2948,244,10,3,1.6,Baixo
2949,244,7,18,9.63,Médio
2950,244,1,6,3.21,Baixo
2951,245,4,25,9.96,Médio
2952,245,2,3,1.2,Baixo
2953,245,15,103,41.04,Alto
2954,245,18,15,5.98,Médio
2955,245,8,4,1.59,Baixo
2956,245,6,11,4.38,Baixo
2957,245,10,1,0.4,Baixo
2958,245,13,5,1.99,Baixo
2959,245,7,5,1.99,Baixo
2960,245,1,32,12.75,Alto
2961,246,4,72,15.29,Alto
2962,246,2,2,0.42,Baixo
2963,246,5,2,0.42,Baixo
2964,246,15,13,2.76,Baixo
2965,246,18,16,3.4,Baixo
2966,246,8,9,1.91,Baixo
2967,246,6,15,3.18,Baixo
2968,246,9,4,0.85,Baixo
2969,246,19,81,17.2,Alto
2970,246,10,5,1.06,Baixo
2971,246,13,1,0.21,Baixo
2972,246,7,23,4.88,Baixo
2973,246,1,11,2.34,Baixo
2974,247,4,14,9.4,Médio
2975,247,2,2,1.34,Baixo
2976,247,5,10,6.71,Médio
2977,247,15,11,7.38,Médio
2978,247,18,19,12.75,Alto
2979,247,8,5,3.36,Baixo
2980,247,6,4,2.68,Baixo
2981,247,9,6,4.03,Baixo
2982,247,19,7,4.7,Baixo
2983,247,7,5,3.36,Baixo
2984,247,1,2,1.34,Baixo
2985,248,4,4446,40.83,Alto
2986,248,2,568,5.22,Médio
2987,248,5,130,1.19,Baixo
2988,248,15,157,1.44,Baixo
2989,248,18,857,7.87,Médio
2990,248,8,221,2.03,Baixo
2991,248,6,628,5.77,Médio
2992,248,9,60,0.55,Baixo
2993,248,19,1170,10.74,Alto
2994,248,10,87,0.8,Baixo
2995,248,13,91,0.84,Baixo
2996,248,7,128,1.18,Baixo
2997,248,1,90,0.83,Baixo
2998,248,17,41,0.38,Baixo
2999,249,4,323,37.69,Alto
3000,249,2,49,5.72,Médio
3001,249,5,9,1.05,Baixo
3002,249,15,14,1.63,Baixo
3003,249,18,42,4.9,Baixo
3004,249,8,15,1.75,Baixo
3005,249,6,30,3.5,Baixo
3006,249,9,4,0.47,Baixo
3007,249,19,162,18.9,Alto
3008,249,10,8,0.93,Baixo
3009,249,13,2,0.23,Baixo
3010,249,7,9,1.05,Baixo
3011,249,1,7,0.82,Baixo
3012,249,17,2,0.23,Baixo
3013,250,4,58,24.79,Alto
3014,250,2,6,2.56,Baixo
3015,250,5,2,0.85,Baixo
3016,250,15,3,1.28,Baixo
3017,250,18,22,9.4,Médio
3018,250,8,8,3.42,Baixo
3019,250,6,13,5.56,Médio
3020,250,19,34,14.53,Alto
3021,250,10,3,1.28,Baixo
3022,250,7,1,0.43,Baixo
3023,250,1,4,1.71,Baixo
3024,250,17,1,0.43,Baixo
3025,251,4,640,49.54,Alto
3026,251,2,67,5.19,Médio
3027,251,5,44,3.41,Baixo
3028,251,15,12,0.93,Baixo
3029,251,18,110,8.51,Médio
3030,251,8,17,1.32,Baixo
3031,251,6,23,1.78,Baixo
3032,251,9,34,2.63,Baixo
3033,251,19,79,6.11,Médio
3034,251,10,11,0.85,Baixo
3035,251,13,8,0.62,Baixo
3036,251,7,20,1.55,Baixo
3037,251,1,8,0.62,Baixo
3038,251,17,10,0.77,Baixo
3039,252,4,868,42.2,Alto
3040,252,2,96,4.67,Baixo
3041,252,5,15,0.73,Baixo
3042,252,15,15,0.73,Baixo
3043,252,18,192,9.33,Médio
3044,252,8,39,1.9,Baixo
3045,252,6,312,15.17,Alto
3046,252,9,7,0.34,Baixo
3047,252,19,39,1.9,Baixo
3048,252,10,19,0.92,Baixo
3049,252,13,24,1.17,Baixo
3050,252,7,24,1.17,Baixo
3051,252,1,12,0.58,Baixo
3052,252,17,6,0.29,Baixo
3053,253,4,463,46.53,Alto
3054,253,2,27,2.71,Baixo
3055,253,5,11,1.11,Baixo
3056,253,15,18,1.81,Baixo
3057,253,18,76,7.64,Médio
3058,253,8,20,2.01,Baixo
3059,253,6,38,3.82,Baixo
3060,253,9,2,0.2,Baixo
3061,253,19,28,2.81,Baixo
3062,253,10,9,0.9,Baixo
3063,253,13,18,1.81,Baixo
3064,253,7,14,1.41,Baixo
3065,253,1,9,0.9,Baixo
3066,253,17,1,0.1,Baixo
3067,254,4,59,36.88,Alto
3068,254,2,5,3.12,Baixo
3069,254,15,2,1.25,Baixo
3070,254,18,6,3.75,Baixo
3071,254,8,10,6.25,Médio
3072,254,6,13,8.12,Médio
3073,254,19,17,10.62,Alto
3074,254,10,2,1.25,Baixo
3075,254,7,2,1.25,Baixo
3076,254,1,1,0.62,Baixo
3077,254,17,7,4.38,Baixo
3078,255,4,120,31.33,Alto
3079,255,2,25,6.53,Médio
3080,255,5,2,0.52,Baixo
3081,255,15,10,2.61,Baixo
3082,255,18,60,15.67,Alto
3083,255,8,11,2.87,Baixo
3084,255,6,22,5.74,Médio
3085,255,19,23,6.01,Médio
3086,255,10,5,1.31,Baixo
3087,255,13,3,0.78,Baixo
3088,255,7,10,2.61,Baixo
3089,255,1,10,2.61,Baixo
3090,255,17,2,0.52,Baixo
3091,256,4,20,17.7,Alto
3092,256,2,2,1.77,Baixo
3093,256,5,1,0.88,Baixo
3094,256,15,3,2.65,Baixo
3095,256,18,2,1.77,Baixo
3096,256,8,2,1.77,Baixo
3097,256,6,16,14.16,Alto
3098,256,9,1,0.88,Baixo
3099,256,19,35,30.97,Alto
3100,256,7,3,2.65,Baixo
3101,256,1,3,2.65,Baixo
3102,257,4,557,37.51,Alto
3103,257,2,71,4.78,Baixo
3104,257,5,9,0.61,Baixo
3105,257,15,25,1.68,Baixo
3106,257,18,134,9.02,Médio
3107,257,8,21,1.41,Baixo
3108,257,6,34,2.29,Baixo
3109,257,9,3,0.2,Baixo
3110,257,19,430,28.96,Alto
3111,257,10,6,0.4,Baixo
3112,257,13,9,0.61,Baixo
3113,257,7,10,0.67,Baixo
3114,257,1,16,1.08,Baixo
3115,257,17,2,0.13,Baixo
3116,258,4,316,52.32,Alto
3117,258,2,27,4.47,Baixo
3118,258,5,10,1.66,Baixo
3119,258,15,11,1.82,Baixo
3120,258,18,28,4.64,Baixo
3121,258,8,24,3.97,Baixo
3122,258,6,21,3.48,Baixo
3123,258,19,37,6.13,Médio
3124,258,10,7,1.16,Baixo
3125,258,13,2,0.33,Baixo
3126,258,7,7,1.16,Baixo
3127,258,1,5,0.83,Baixo
3128,258,17,1,0.17,Baixo
3129,259,4,1022,37.71,Alto
3130,259,2,193,7.12,Médio
3131,259,5,27,1.0,Baixo
3132,259,15,44,1.62,Baixo
3133,259,18,185,6.83,Médio
3134,259,8,54,1.99,Baixo
3135,259,6,106,3.91,Baixo
3136,259,9,9,0.33,Baixo
3137,259,19,286,10.55,Alto
3138,259,10,17,0.63,Baixo
3139,259,13,25,0.92,Baixo
3140,259,7,28,1.03,Baixo
3141,259,1,15,0.55,Baixo
3142,259,17,9,0.33,Baixo
3143,260,4,597,26.76,Alto
3144,260,2,80,3.59,Baixo
3145,260,5,42,1.88,Baixo
3146,260,15,126,5.65,Médio
3147,260,18,82,3.68,Baixo
3148,260,8,45,2.02,Baixo
3149,260,6,117,5.24,Médio
3150,260,9,26,1.17,Baixo
3151,260,19,42,1.88,Baixo
3152,260,10,39,1.75,Baixo
3153,260,13,2,0.09,Baixo
3154,260,7,252,11.3,Alto
3155,260,1,60,2.69,Baixo
3156,260,17,14,0.63,Baixo
3157,261,4,16,17.39,Alto
3158,261,2,12,13.04,Alto
3159,261,15,2,2.17,Baixo
3160,261,18,2,2.17,Baixo
3161,261,6,4,4.35,Baixo
3162,261,7,7,7.61,Médio
3163,262,4,3,5.08,Médio
3164,262,5,1,1.69,Baixo
3165,262,15,6,10.17,Alto
3166,262,18,5,8.47,Médio
3167,262,10,4,6.78,Médio
3168,262,7,9,15.25,Alto
3169,262,1,3,5.08,Médio
3170,263,4,16,18.82,Alto
3171,263,5,2,2.35,Baixo
3172,263,15,10,11.76,Alto
3173,263,18,3,3.53,Baixo
3174,263,8,3,3.53,Baixo
3175,263,6,3,3.53,Baixo
3176,263,10,1,1.18,Baixo
3177,263,7,1,1.18,Baixo
3178,263,1,1,1.18,Baixo
