Índice;;;Figura 5 e 6;Figura 7 e 8
Nível territorial;Código territorial;Designação;Densidade populacional (N.º/ km²) ;Taxa de variação da população residente (%)
;;;2021;2011-2021
Freguesia;040738;União das freguesias de Avantos e Romeu;12,44;-9,31
Freguesia;040739;União das freguesias de Avidagos, Navalho e Pereira;13,45;-16,01
Freguesia;040740;União das freguesias de Barcel, Marmelos e Valverde da Gestosa;6,57;-22,89
Freguesia;040741;União das freguesias de Franco e Vila Boa;9,98;-21,26
Freguesia;040742;União das freguesias de Freixeda e Vila Verde;6,45;-19,41
Freguesia;040731;Vale de Asnes;9,80;-22,51
Freguesia;040732;Vale de Gouvinhas;13,65;-26,65
Freguesia;040733;Vale de Salgueiro;22,68;-18,87
Freguesia;040734;Vale de Telhas;17,34;-7,07
Município;0408;Mogadouro;10,91;-13,01
Freguesia;040801;Azinhoso;7,82;-21,50
Freguesia;040802;Bemposta;13,11;-17,44
Freguesia;040803;Bruçó;5,13;-21,33
Freguesia;040804;Brunhoso;10,19;-1,85
Freguesia;040807;Castelo Branco;6,08;-26,50
Freguesia;040808;Castro Vicente;7,62;-21,36
Freguesia;040809;Meirinhos;4,68;-12,89
Freguesia;040811;Paradela;6,19;-18,59
Freguesia;040812;Penas Roias;8,35;-27,23
Freguesia;040813;Peredo da Bemposta;10,19;-1,60
Freguesia;040815;Saldanha;5,14;-19,39
Freguesia;040817;São Martinho do Peso;4,89;-28,17
Freguesia;040819;Tó;5,74;-11,69
Freguesia;040820;Travanca;5,65;-30,81
Freguesia;040829;União das freguesias de Brunhozinho, Castanheira e Sanhoane;5,05;-25,26
Freguesia;040830;União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;34,91;-7,31
Freguesia;040831;União das freguesias de Remondes e Soutelo;7,81;-16,42
Freguesia;040832;União das freguesias de Vilarinho dos Galegos e Ventozelo;7,32;6,25
Freguesia;040821;Urrós;7,83;-21,38
Freguesia;040822;Vale da Madre;14,26;5,77
Freguesia;040826;Vila de Ala;8,64;-1,28
Município;0410;Vila Flor;22,76;-9,66
Freguesia;041002;Benlhevai;20,70;0,43
Freguesia;041005;Freixiel;15,17;-17,66
Freguesia;041009;Roios;9,67;-1,33
Freguesia;041010;Samões;25,07;0,00
Freguesia;041011;Sampaio;15,89;-13,84
Freguesia;041012;Santa Comba de Vilariça;29,53;-11,55
Freguesia;041013;Seixo de Manhoses;41,44;-13,86
Freguesia;041014;Trindade;7,74;-28,40
Freguesia;041020;União das freguesias de Assares e Lodões;15,01;-11,20
Freguesia;041021;União das freguesias de Candoso e Carvalho de Egas;22,11;-18,38
Freguesia;041022;União das freguesias de Valtorno e Mourão;17,17;-12,36
Freguesia;041023;União das freguesias de Vila Flor e Nabo;58,40;-2,57
Freguesia;041024;União das freguesias de Vilas Boas e Vilarinho das Azenhas;12,22;-20,33
Freguesia;041015;Vale Frechoso;7,98;-18,52
Município;0411;Vimioso;8,62;-11,14
Freguesia;041103;Argozelo;18,96;-20,11
Freguesia;041107;Carção;14,19;-7,40
Freguesia;041108;Matela;4,74;-7,46
Freguesia;041109;Pinelo;6,67;-0,90
Freguesia;041110;Santulhão;6,68;-21,99
Freguesia;041115;União das freguesias de Algoso, Campo de Víboras e Uva;5,08;-13,58
Freguesia;041116;União das freguesias de Caçarelhos e Angueira;5,57;-11,64
Freguesia;041117;União das freguesias de Vale de Frades e Avelanoso;4,22;-4,87
Freguesia;041113;Vilar Seco;4,95;-35,91
Freguesia;041114;Vimioso;22,50;-3,11
Município;0412;Vinhais;11,18;-14,32
Freguesia;041201;Agrochão;12,58;-21,43
Freguesia;041203;Candedo;13,48;-12,69
Freguesia;041204;Celas;4,99;-29,74
Freguesia;041206;Edral;6,50;-14,14
Freguesia;041207;Edrosa;6,37;-7,95
Freguesia;041208;Ervedosa;10,98;-11,97
Freguesia;041215;Paçó;9,24;-19,37
Freguesia;041216;Penhas Juntas;9,87;1,96
Freguesia;041219;Rebordelo;28,71;-2,10
Freguesia;041221;Santalha;6,47;-25,98
Freguesia;041226;Tuizelo;9,44;-23,51
Freguesia;041236;União das freguesias de Curopos e Vale de Janeiro;6,77;-21,73
Freguesia;041237;União das freguesias de Moimenta e Montouto;5,05;-21,22
Freguesia;041238;União das freguesias de Nunes e Ousilhão;9,17;-23,35
Freguesia;041239;União das freguesias de Quirás e Pinheiro Novo;3,43;-29,02
Freguesia;041240;União das freguesias de Sobreiro de Baixo e Alvaredos;10,27;-25,47
Freguesia;041241;União das freguesias de Soeira, Fresulfe e Mofreita;3,36;-29,91
Freguesia;041242;União das freguesias de Travanca e Santa Cruz;6,29;-14,62
Freguesia;041243;União das freguesias de Vilar de Lomba e São Jomil;7,02;-12,66
Freguesia;041227;Vale das Fontes;14,75;-24,50
Freguesia;041229;Vila Boa de Ousilhão;16,67;-25,00
Freguesia;041230;Vila Verde;10,15;-18,82
Freguesia;041232;Vilar de Ossos;12,54;-17,47
Freguesia;041233;Vilar de Peregrinos;8,38;-13,55
Freguesia;041234;Vilar Seco de Lomba;8,33;-20,85
Freguesia;041235;Vinhais;68,26;-2,67
NUTS 2;16;Centro;78,98;-4,32
NUTS 3;16B;Oeste;163,73;0,27
Município;1001;Alcobaça;134,67;-3,04
Freguesia;100102;Alfeizerão;131,08;-4,80
Freguesia;100120;Aljubarrota;130,23;-5,96
Freguesia;100104;Bárrio;94,00;-7,35
Freguesia;100105;Benedita;290,61;-1,80
Freguesia;100106;Cela;119,05;-5,79
Freguesia;100108;Évora de Alcobaça;97,62;-7,67
Freguesia;100109;Maiorga;183,86;-9,95
Freguesia;100112;São Martinho do Porto;212,50;8,47
Freguesia;100114;Turquel;109,39;-2,70
Freguesia;100121;União das freguesias de Alcobaça e Vestiaria;738,33;3,34
Freguesia;100122;União das freguesias de Coz, Alpedriz e Montes;75,42;-13,34
Freguesia;100123;União das freguesias de Pataias e Martingança;77,27;2,09
Freguesia;100116;Vimeiro;86,91;-10,01
Município;1101;Alenquer;146,09;2,72
Freguesia;110106;Carnota;86,51;-6,73
Freguesia;110107;Meca;114,52;-5,93
Freguesia;110108;Olhalvo;217,59;-5,30
Freguesia;110109;Ota;25,80;-7,29
Freguesia;110117;União das freguesias de Abrigada e Cabanas de Torres;90,08;-3,53
Freguesia;110118;União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;104,11;-9,62
Freguesia;110119;União das freguesias de Alenquer (Santo Estêvão e Triana);240,14;11,14
Freguesia;110120;União das freguesias de Carregado e Cadafais;596,33;8,79
Freguesia;110121;União das freguesias de Ribafria e Pereiro de Palhacana;81,46;-3,43
Freguesia;110113;Ventosa;90,05;-7,96
Freguesia;110114;Vila Verde dos Francos;37,29;-9,72
Município;1102;Arruda dos Vinhos;179,50;4,49
Freguesia;110201;Arranhó;120,35;2,09
Freguesia;110202;Arruda dos Vinhos;270,51;7,44
Freguesia;110203;Cardosas;136,27;-2,03
Freguesia;110204;S. Tiago dos Velhos;80,11;-5,77
Município;1005;Bombarral;139,64;-3,39
Freguesia;100502;Carvalhal;74,00;-9,15
Freguesia;100505;Pó;136,19;-0,86
Freguesia;100503;Roliça;112,46;-9,37
Freguesia;100506;União das freguesias do Bombarral e Vale Covo;233,11;0,95
Município;1104;Cadaval;76,46;-6,02
Freguesia;110401;Alguber;43,25;-12,96
Freguesia;110407;Peral;54,07;-1,66
Freguesia;110412;União das freguesias de Lamas e Cercal;58,82;-6,14
Freguesia;110413;União das freguesias de Painho e Figueiros;124,73;-13,93
Freguesia;110411;União das freguesias do Cadaval e Pêro Moniz;96,20;-1,47
Freguesia;110409;Vermelha;104,09;-3,11
Freguesia;110410;Vilar;92,44;-7,07
Município;1006;Caldas da Rainha;199,10;-1,58
Freguesia;100601;A dos Francos;86,21;-4,06
Freguesia;100602;Alvorninha;70,37;-11,42
Freguesia;100604;Carvalhal Benfeito;81,79;-10,79
Freguesia;100606;Foz do Arelho;145,53;4,56
Freguesia;100607;Landal;91,87;-10,75
Freguesia;100608;Nadadouro;185,09;3,05
Freguesia;100609;Salir de Matos;105,04;0,00
Freguesia;100611;Santa Catarina;134,73;-11,13
Freguesia;100617;União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;585,04;0,67
Freguesia;100618;União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;432,64;-0,20
Freguesia;100619;União das freguesias de Tornada e Salir do Porto;150,15;1,74
Freguesia;100615;Vidais;48,39;-9,96
Município;1108;Lourinhã;178,29;1,96
Freguesia;110803;Moita dos Ferreiros;67,30;-3,63
Freguesia;110805;Reguengo Grande;95,32;-8,61
Freguesia;110810;Ribamar;353,52;0,89
Freguesia;110806;Santa Bárbara;270,08;4,53
Freguesia;110812;União das freguesias de Lourinhã e Atalaia;265,53;4,99
Freguesia;110813;União das freguesias de Miragaia e Marteleira;178,69;-2,90
Freguesia;110814;União das freguesias de São Bartolomeu dos Galegos e Moledo;74,93;1,55
Freguesia;110808;Vimeiro;221,05;6,46
Município;1011;Nazaré;180,53;-1,83
Freguesia;101101;Famalicão;76,61;-4,37
Freguesia;101102;Nazaré;246,30;0,82
Freguesia;101103;Valado dos Frades;152,51;-9,20
Município;1012;Óbidos;84,22;1,27
Freguesia;101201;A dos Negros;83,25;-2,22
Freguesia;101202;Amoreira;51,88;4,45
Freguesia;101208;Gaeiras;229,19;1,37
Freguesia;101203;Olho Marinho;75,11;6,41
Freguesia;101210;Santa Maria, São Pedro e Sobral da Lagoa;104,37;1,06
Freguesia;101209;Usseira;131,77;0,10
Freguesia;101207;Vau;29,35;-1,68
Município;1014;Peniche;340,84;-4,77
Freguesia;101402;Atouguia da Baleia;193,90;1,82
Freguesia;101406;Ferrel;200,07;4,15
Freguesia;101407;Peniche;1.691,55;-10,43
Freguesia;101405;Serra d'El-Rei;150,45;-4,21
Município;1112;Sobral de Monte Agraço;202,30;3,78
Freguesia;111201;Santo Quintino;129,90;1,65
Freguesia;111202;Sapataria;228,33;8,02
Freguesia;111203;Sobral de Monte Agraço;400,57;2,32
Município;1113;Torres Vedras;204,03;4,54
Freguesia;111306;Freiria;181,38;-1,02
Freguesia;111310;Ponte do Rol;263,39;4,21
Freguesia;111311;Ramalhal;98,56;4,58
Freguesia;111314;São Pedro da Cadeira;218,74;2,76
Freguesia;111316;Silveira;373,73;9,40
Freguesia;111317;Turcifal;145,38;7,45
Freguesia;111321;União das freguesias de A dos Cunhados e Maceira;219,42;11,33
Freguesia;111322;União das freguesias de Campelos e Outeiro da Cabeça;126,67;3,49
Freguesia;111323;União das freguesias de Carvoeira e Carmões;104,91;-8,86
Freguesia;111324;União das freguesias de Dois Portos e Runa;64,47;-10,90
Freguesia;111325;União das freguesias de Maxial e Monte Redondo;83,93;-9,14
Freguesia;111326;Santa Maria, São Pedro e Matacães;444,91;8,02
Freguesia;111318;Ventosa;191,15;-5,88
NUTS 3;16D;Região de Aveiro;217,03;-0,81
Município;0101;Águeda;137,56;-3,37
Freguesia;010103;Aguada de Cima;137,13;-2,99
Freguesia;010109;Fermentelos;352,91;-7,06
Freguesia;010112;Macinhata do Vouga;100,47;-5,75
Freguesia;010121;União das freguesias de Águeda e Borralha;380,38;0,95
Freguesia;010122;União das freguesias de Barrô e Aguada de Baixo;303,04;-3,77
Freguesia;010123;União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;16,06;-12,17
Freguesia;010124;União das freguesias de Recardães e Espinhel;288,91;-4,66
Freguesia;010125;União das freguesias de Travassô e Óis da Ribeira;198,11;-4,43
Freguesia;010126;União das freguesias de Trofa, Segadães e Lamas do Vouga;282,60;-3,20
Freguesia;010127;União das freguesias do Préstimo e Macieira de Alcoba;16,85;-13,00
Freguesia;010119;Valongo do Vouga;106,84;-4,92
Município;0102;Albergaria-a-Velha;156,39;-1,63
Freguesia;010209;Albergaria-a-Velha e Valmaior;235,28;4,64
Freguesia;010202;Alquerubim;145,38;-6,22
Freguesia;010203;Angeja;88,24;-9,55
Freguesia;010204;Branca;179,17;-3,45
Freguesia;010206;Ribeira de Fráguas;55,85;-12,78
Freguesia;010210;São João de Loure e Frossos;151,43;-4,94
Município;0103;Anadia;127,10;-5,55
Freguesia;010304;Avelãs de Caminho;200,62;3,35
Freguesia;010305;Avelãs de Cima;48,13;-10,62
Freguesia;010307;Moita;64,54;-11,19
Freguesia;010309;Sangalhos;226,92;-5,73
Freguesia;010310;São Lourenço do Bairro;148,76;-5,22
Freguesia;010316;União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;110,11;-9,20
Freguesia;010317;União das freguesias de Arcos e Mogofores;433,56;-1,45
Freguesia;010318;União das freguesias de Tamengos, Aguim e Óis do Bairro;186,90;-0,37
Freguesia;010312;Vila Nova de Monsarros;65,13;-9,81
Freguesia;010313;Vilarinho do Bairro;97,46;-9,88
Município;0105;Aveiro;409,71;3,19
Freguesia;010501;Aradas;1.129,56;10,16
Freguesia;010502;Cacia;191,05;-7,13
Freguesia;010515;Eixo e Eirol;276,09;-2,12
Freguesia;010505;Esgueira;787,46;0,55
Freguesia;010508;Oliveirinha;387,32;-2,95
Freguesia;010516;Requeixo, Nossa Senhora de Fátima e Nariz;135,61;-3,97
Freguesia;010513;Santa Joana;1.371,97;-0,84
Freguesia;010510;São Bernardo;1.338,32;6,31
Freguesia;010511;São Jacinto;54,77;-23,67
Freguesia;010517;União das freguesias de Glória e Vera Cruz;468,38;13,17
Município;0108;Estarreja;242,33;-2,90
Freguesia;010801;Avanca;272,05;-7,38
Freguesia;010805;Pardilhó;269,55;1,34
Freguesia;010806;Salreu;222,07;-3,72
Freguesia;010808;União das freguesias de Beduído e Veiros;311,02;-1,43
Freguesia;010809;União das freguesias de Canelas e Fermelã;116,12;-3,50
Município;0110;Ílhavo;534,03;1,65
Freguesia;011005;Gafanha da Encarnação;484,34;-0,82
Freguesia;011006;Gafanha da Nazaré;945,92;2,04
Freguesia;011007;Gafanha do Carmo;239,86;10,81
Freguesia;011008;Ílhavo (São Salvador);427,56;1,24
Município;0112;Murtosa;143,33;-1,03
Freguesia;011201;Bunheiro;100,73;-6,90
Freguesia;011202;Monte;684,72;7,47
Freguesia;011203;Murtosa;240,76;-5,30
Freguesia;011204;Torreira;92,43;5,94
Município;0114;Oliveira do Bairro;264,91;0,45
Freguesia;011403;Oiã;298,71;1,81
Freguesia;011404;Oliveira do Bairro;283,15;2,16
Freguesia;011405;Palhaça;265,60;1,41
Freguesia;011407;União das freguesias de Bustos, Troviscal e Mamarrosa;218,90;-3,24
Município;0115;Ovar;372,03;-0,80
Freguesia;011502;Cortegaça;405,85;-2,37
Freguesia;011503;Esmoriz;1.300,11;4,14
Freguesia;011504;Maceda;210,20;-4,00
Freguesia;011509;União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;340,64;-1,12
Freguesia;011507;Válega;241,30;-5,17
Município;0117;Sever do Vouga;85,19;-10,46
Freguesia;011702;Couto de Esteves;43,36;-20,00
Freguesia;011704;Pessegueiro do Vouga;108,20;-7,40
Freguesia;011705;Rocas do Vouga;101,75;-15,19
Freguesia;011706;Sever do Vouga;234,46;-2,23
Freguesia;011708;Talhadas;39,32;-5,14
Freguesia;011710;União das freguesias de Cedrim e Paradela;73,76;-12,81
Freguesia;011711;União das freguesias de Silva Escura e Dornelas;79,87;-16,65
Município;0118;Vagos;138,79;0,15
Freguesia;011801;Calvão;147,30;8,54
Freguesia;011804;Gafanha da Boa Hora;76,52;8,50
Freguesia;011805;Ouca;107,56;-3,05
Freguesia;011810;Santo André de Vagos;161,23;0,64
Freguesia;011807;Sosa;129,88;-8,21
Freguesia;011812;União das freguesias de Fonte de Angeão e Covão do Lobo;114,87;-6,88
Freguesia;011813;União das freguesias de Ponte de Vagos e Santa Catarina;216,44;3,67
Freguesia;011814;União das freguesias de Vagos e Santo António;202,43;-0,30
NUTS 3;16E;Região de Coimbra;100,76;-5,06
Município;0601;Arganil;33,24;-8,89
Freguesia;060102;Arganil;112,20;-4,37
Freguesia;060104;Benfeita;18,97;4,82
Freguesia;060105;Celavisa;9,30;-21,98
Freguesia;060109;Folques;18,63;-3,93
Freguesia;060111;Piódão;3,28;-32,58
Freguesia;060112;Pomares;13,67;-15,98
Freguesia;060113;Pombeiro da Beira;27,66;-10,59
Freguesia;060114;São Martinho da Cortiça;37,67;-9,93
Freguesia;060115;Sarzedo;55,02;-7,15
Freguesia;060116;Secarias;56,92;-8,14
Freguesia;060119;União das freguesias de Cepos e Teixeira;6,05;-26,67
Freguesia;060120;União das freguesias de Cerdeira e Moura da Serra;20,20;-15,26
Freguesia;060121;União das freguesias de Côja e Barril de Alva;64,32;-8,49
Freguesia;060122;União das freguesias de Vila Cova de Alva e Anseriz;31,23;-18,82
Município;0602;Cantanhede;87,53;-6,51
Freguesia;060201;Ançã;135,41;-6,63
Freguesia;060203;Cadima;97,96;-10,77
Freguesia;060205;Cordinhã;98,19;-5,80
Freguesia;060207;Febres;132,35;-9,43
Freguesia;060208;Murtede;63,89;-9,99
Freguesia;060209;Ourentã;61,33;-6,79
Freguesia;060218;Sanguinheira;65,90;-7,79
Freguesia;060215;São Caetano;38,03;-9,61
Freguesia;060214;Tocha;47,26;-7,14
Freguesia;060220;União das freguesias de Cantanhede e Pocariça;163,26;-0,09
Freguesia;060221;União das freguesias de Covões e Camarneira;74,72;-7,55
Freguesia;060222;União das freguesias de Portunhos e Outil;60,22;-9,54
Freguesia;060223;União das freguesias de Sepins e Bolho;97,16;-11,07
Freguesia;060224;União das freguesias de Vilamar e Corticeiro de Cima;123,35;-9,19
Município;0603;Coimbra;440,89;-1,80
Freguesia;060301;Almalaguês;123,19;-8,29
Freguesia;060309;Brasfemes;210,46;-1,88
Freguesia;060311;Ceira;261,19;-12,35
Freguesia;060312;Cernache;206,68;-2,12
Freguesia;060318;Santo António dos Olivais;2.135,44;5,69
Freguesia;060320;São João do Campo;230,43;-11,96
Freguesia;060324;São Silvestre;272,05;-10,51
Freguesia;060329;Torres do Mondego;122,09;-15,32
Freguesia;060332;União das freguesias de Antuzede e Vil de Matos;161,29;-9,66
Freguesia;060333;União das freguesias de Assafarge e Antanhol;255,92;-5,83
Freguesia;060334;União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);1.666,27;-0,65
Freguesia;060335;União das freguesias de Eiras e São Paulo de Frades;709,20;-1,94
Freguesia;060336;União das freguesias de Santa Clara e Castelo Viegas;672,60;2,01
Freguesia;060337;União das freguesias de São Martinho de Árvore e Lamarosa;130,08;-12,44
Freguesia;060338;União das freguesias de São Martinho do Bispo e Ribeira de Frades;620,54;-4,57
Freguesia;060339;União das freguesias de Souselas e Botão;126,87;-10,51
Freguesia;060340;União das freguesias de Taveiro, Ameal e Arzila;164,22;-6,72
Freguesia;060341;União das freguesias de Trouxemil e Torre de Vilela;346,50;-7,46
Município;0604;Condeixa-a-Nova;120,66;-2,03
Freguesia;060401;Anobra;76,25;-5,09
Freguesia;060406;Ega;79,35;-8,89
Freguesia;060407;Furadouro;12,70;-11,17
Freguesia;060411;União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;316,13;1,55
Freguesia;060412;União das freguesias de Sebal e Belide;210,24;0,29
Freguesia;060413;União das freguesias de Vila Seca e Bem da Fé;55,07;-9,31
Freguesia;060410;Zambujal;18,95;-13,18
Município;0605;Figueira da Foz;155,53;-5,11
Freguesia;060519;Alhadas;129,02;-13,64
Freguesia;060502;Alqueidão;75,53;-15,24
Freguesia;060515;Bom Sucesso;30,35;-14,11
Freguesia;060520;Buarcos e São Julião;1.183,90;-0,37
Freguesia;060521;Ferreira-a-Nova;76,07;-14,53
Freguesia;060522;Lavos;85,36;-10,30
Freguesia;060507;Maiorca;91,41;-14,98
Freguesia;060508;Marinha das Ondas;116,31;0,28
Freguesia;060518;Moinhos da Gândara;102,23;-13,20
Freguesia;060523;Paião;88,75;-11,14
Freguesia;060524;Quiaios;53,05;-8,78
Freguesia;060514;São Pedro;369,19;-11,07
Freguesia;060512;Tavarede;938,47;6,46
Freguesia;060513;Vila Verde;154,42;-7,87
Município;0606;Góis;14,47;-10,54
Freguesia;060601;Alvares;6,82;-15,52
Freguesia;060604;Góis;25,72;-13,68
Freguesia;060606;União das freguesias de Cadafaz e Colmeal;4,56;-8,05
Freguesia;060605;Vila Nova do Ceira;47,26;0,22
Município;0607;Lousã;122,88;-3,40
Freguesia;060706;Gândaras;110,66;-15,06
Freguesia;060704;Serpins;47,37;-5,05
Freguesia;060707;União das freguesias de Foz de Arouce e Casal de Ermio;63,66;-12,17
Freguesia;060708;União das freguesias de Lousã e Vilarinho;178,47;-1,03
Município;0111;Mealhada;174,86;-5,29
Freguesia;011102;Barcouço;98,08;-2,88
Freguesia;011103;Casal Comba;163,46;-3,46
Freguesia;011104;Luso;134,91;-12,23
Freguesia;011106;Pampilhosa;283,68;-5,86
Freguesia;011109;União das freguesias da Mealhada, Ventosa do Bairro e Antes;297,80;-1,30
Freguesia;011107;Vacariça;89,88;-13,73
Município;0608;Mira;97,66;-2,82
Freguesia;060803;Carapelhos;149,77;-8,51
Freguesia;060801;Mira;110,20;-5,55
Freguesia;060804;Praia de Mira;80,59;3,15
Freguesia;060802;Seixo;77,20;1,54
Município;0609;Miranda do Corvo;94,97;-8,37
Freguesia;060901;Lamas;49,23;-8,00
Freguesia;060902;Miranda do Corvo;152,67;-6,72
Freguesia;060906;União das freguesias de Semide e Rio Vide;89,46;-9,22
Freguesia;060905;Vila Nova;29,44;-18,35
Município;0610;Montemor-o-Velho;107,31;-6,11
Freguesia;061002;Arazede;93,10;-9,66
Freguesia;061003;Carapinheira;164,34;-9,83
Freguesia;061014;Ereira;79,31;-11,40
Freguesia;061005;Liceia;82,82;-16,19
Freguesia;061006;Meãs do Campo;174,85;-8,09
Freguesia;061008;Pereira;283,71;7,23
Freguesia;061009;Santo Varão;161,69;-2,69
Freguesia;061010;Seixo de Gatões;123,30;-7,25
Freguesia;061011;Tentúgal;59,67;-4,44
Freguesia;061015;União das freguesias de Abrunheira, Verride e Vila Nova da Barca;45,59;-11,22
Freguesia;061016;União das freguesias de Montemor-o-Velho e Gatões;112,72;-4,60
Município;1808;Mortágua;35,68;-6,70
Freguesia;180802;Cercosa;32,57;-6,27
Freguesia;180804;Espinho;23,80;-10,95
Freguesia;180805;Marmeleira;26,42;-2,78
Freguesia;180807;Pala;17,58;-15,45
Freguesia;180808;Sobral;34,12;-5,28
Freguesia;180809;Trezói;19,59;-9,02
Freguesia;180811;União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;73,22;-4,43
Município;0611;Oliveira do Hospital;82,78;-6,91
Freguesia;061101;Aldeia das Dez;25,36;-10,73
Freguesia;061102;Alvoco das Várzeas;27,02;-1,88
Freguesia;061103;Avô;65,97;-20,50
Freguesia;061104;Bobadela;123,94;-7,25
Freguesia;061106;Lagares;104,78;-1,14
Freguesia;061109;Lourosa;40,10;0,72
Freguesia;061110;Meruge;67,59;-11,71
Freguesia;061111;Nogueira do Cravo;144,73;-6,11
Freguesia;061115;São Gião;23,44;-19,76
Freguesia;061118;Seixo da Beira;40,59;-14,44
Freguesia;061119;Travanca de Lagos;71,00;-13,27
Freguesia;061122;União das freguesias de Ervedal e Vila Franca da Beira;44,44;-8,25
Freguesia;061123;União das freguesias de Lagos da Beira e Lajeosa;83,42;-15,58
Freguesia;061124;União das freguesias de Oliveira do Hospital e São Paio de Gramaços;426,85;2,22
Freguesia;061125;União das freguesias de Penalva de Alva e São Sebastião da Feira;64,00;-17,36
Freguesia;061126;União das freguesias de Santa Ovaia e Vila Pouca da Beira;113,86;-11,13
Município;0612;Pampilhosa da Serra;10,30;-8,90
Freguesia;061201;Cabril;6,93;5,63
Freguesia;061202;Dornelas do Zêzere;40,57;-2,20
Freguesia;061211;Fajão-Vidual;3,46;-13,25
Freguesia;061204;Janeiro de Baixo;13,10;-20,33
Freguesia;061206;Pampilhosa da Serra;13,01;-6,19
Freguesia;061207;Pessegueiro;5,84;-17,98
Freguesia;061212;Portela do Fojo-Machio;8,56;-10,85
Freguesia;061209;Unhais-o-Velho;10,64;-8,08
Município;0613;Penacova;60,50;-14,02
Freguesia;061301;Carvalho;22,46;-19,98
Freguesia;061302;Figueira de Lorvão;88,83;-13,41
Freguesia;061304;Lorvão;116,62;-19,37
Freguesia;061307;Penacova;87,11;-13,21
Freguesia;061310;Sazes do Lorvão;39,92;-4,81
Freguesia;061312;União das freguesias de Friúmes e Paradela;36,65;-6,55
Freguesia;061313;União das freguesias de Oliveira do Mondego e Travanca do Mondego;42,29;-11,49
Freguesia;061314;União das freguesias de São Pedro de Alva e São Paio de Mondego;42,65;-11,00
Município;0614;Penela;40,36;-9,08
Freguesia;061401;Cumeeira;40,25;-20,06
Freguesia;061402;Espinhal;24,95;-5,42
Freguesia;061403;Podentes;27,37;-2,47
Freguesia;061407;União das freguesias de São Miguel, Santa Eufémia e Rabaçal;50,52;-7,50
Município;0615;Soure;65,12;-10,31
Freguesia;061501;Alfarelos;90,77;-11,81
Freguesia;061504;Figueiró do Campo;114,29;-14,53
Freguesia;061506;Granja do Ulmeiro;336,44;-8,95
Freguesia;061508;Samuel;34,01;-14,91
Freguesia;061509;Soure;80,87;-5,70
Freguesia;061510;Tapéus;23,50;-3,55
Freguesia;061513;União das freguesias de Degracias e Pombalinho;26,58;-16,75
Freguesia;061514;União das freguesias de Gesteira e Brunhós;56,92;-17,33
Freguesia;061511;Vila Nova de Anços;45,09;-16,62
Freguesia;061512;Vinha da Rainha;59,62;-13,03
Município;0616;Tábua;55,86;-7,55
Freguesia;061602;Candosa;46,62;-22,93
Freguesia;061603;Carapinha;38,85;-8,96
Freguesia;061608;Midões;78,43;-8,75
Freguesia;061609;Mouronho;31,43;-10,12
Freguesia;061611;Póvoa de Midões;52,52;-14,09
Freguesia;061612;São João da Boa Vista;39,90;-13,25
Freguesia;061614;Tábua;148,37;3,92
Freguesia;061616;União das freguesias de Ázere e Covelo;32,43;-11,47
Freguesia;061617;União das freguesias de Covas e Vila Nova de Oliveirinha;56,33;-10,60
Freguesia;061618;União das freguesias de Espariz e Sinde;36,52;-14,61
Freguesia;061619;União das freguesias de Pinheiro de Coja e Meda de Mouros;22,33;-14,97
Município;0617;Vila Nova de Poiares;80,56;-6,57
Freguesia;061701;Arrifana;51,13;-15,35
Freguesia;061702;Lavegadas;15,45;-14,71
Freguesia;061703;Poiares (Santo André);142,69;-4,53
Freguesia;061704;São Miguel de Poiares;63,24;-2,40
NUTS 3;16F;Região de Leiria;117,08;-2,67
Município;1002;Alvaiázere;38,87;-14,40
Freguesia;100201;Almoster;23,22;-10,98
Freguesia;100208;Alvaiázere;46,96;-11,71
Freguesia;100204;Maçãs de Dona Maria;60,92;-18,53
Freguesia;100205;Pelmá;20,96;-13,45
Freguesia;100209;Pussos São Pedro;41,21;-14,85
Município;1003;Ansião;66,11;-11,08
Freguesia;100301;Alvorge;26,91;-14,34
Freguesia;100309;Ansião;92,13;-3,27
Freguesia;100303;Avelar;226,94;-11,07
Freguesia;100304;Chão de Couce;70,79;-15,46
Freguesia;100306;Pousaflores;31,74;-15,58
Freguesia;100307;Santiago da Guarda;64,32;-14,75
Município;1004;Batalha;150,43;-1,57
Freguesia;100401;Batalha;310,27;3,16
Freguesia;100404;Golpilheira;285,97;-5,30
Freguesia;100402;Reguengo do Fetal;67,70;-12,08
Freguesia;100403;São Mamede;81,04;-4,92
Município;1007;Castanheira de Pêra;39,61;-17,11
Freguesia;100703;União das freguesias de Castanheira de Pêra e Coentral;39,61;-17,11
Município;1008;Figueiró dos Vinhos;30,45;-14,39
Freguesia;100801;Aguda;22,91;-17,81
Freguesia;100802;Arega;25,17;-17,13
Freguesia;100803;Campelo;3,70;-31,29
